ciss_product_id,wake_sku,wake_variant_id,unit,unit_raw,ciss_price,ciss_stock,ciss_enterprise,ciss_location,package_weight_kg,expected_retail_price,expected_wholesale_price,wake_current_price,price_match,expected_stock,wake_current_stock,stock_match,price_table_expected,price_table_actual,price_table_match,wake_variant_id_actual,wake_preco_de,price_table_preco_de_actual,status,error
2749,2749,281126,,CT,7.24,12.67,2,2,,,,0.09,,,126,,,0.09,,281126,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2757,2757,281127,,CT,12.63,5,2,2,,,,0.15,,,50,,,0.15,,281127,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2761,2761,281128,,CT,7.8,34.32,2,2,,,,0.09,,,343,,,0.09,,281128,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2762,2762,281129,,CT,8.46,63.92,2,2,,,,0.1,,,639,,,0.1,,281129,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2764,2764,281130,,CT,10.57,2.17,2,2,,,,0.13,,,21,,,0.13,,281130,0,0.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2769,2769,281131,,CT,25.13,4.3,2,2,,,,0.3,,,43,,,0.3,,281131,0,0.39,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2770,2770,281132,,CT,13.64,137.3,2,2,,,,0.16,,,1373,,,0.16,,281132,0,0.21,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2771,2771,281133,,CT,16.13,7.87,2,2,,,,0.19,,,78,,,0.19,,281133,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2772,2772,281134,,CT,18.57,1.9,2,2,,,,0.22,,,19,,,0.22,,281134,0,0.29,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2773,2773,281135,,CT,24.97,4.98,2,2,,,,0.3,,,49,,,0.3,,281135,0,0.39,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2774,2774,281136,,CT,24.76,6.4,2,2,,,,0.3,,,64,,,0.3,,281136,0,0.39,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2775,2775,281137,,CT,34.16,0.75,2,2,,,,0.41,,,7,,,0.41,,281137,0,0.53,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2779,2779,281138,,CT,20.58,6.02,2,2,,,,0.25,,,60,,,0.25,,281138,0,0.33,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2780,2780,281139,,CT,26.19,0.98,2,2,,,,0.31,,,9,,,0.31,,281139,0,0.4,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2782,2782,281140,,CT,44.34,9.01,2,2,,,,0.53,,,90,,,0.53,,281140,0,0.69,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2784,2784,281141,,CT,33.86,12.03,2,2,,,,0.41,,,120,,,0.41,,281141,0,0.53,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2814,2814,281142,,CT,14.49,4.36,2,2,,,,0.17,,,43,,,0.17,,281142,0,0.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2819,2819,281143,,CT,4.4,25.96,2,2,,,,0.05,,,259,,,0.05,,281143,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2820,2820,281144,,CT,7.08,130.38,2,2,,,,0.08,,,1303,,,0.08,,281144,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2823,2823,281145,,CT,5.16,0,2,2,,,,0.06,,,0,,,0.06,,281145,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2824,2824,281146,,CT,5.76,21.73,2,2,,,,0.07,,,217,,,0.07,,281146,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2825,2825,281147,,CT,8.58,200.83,2,2,,,,0.1,,,2008,,,0.1,,281147,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2826,2826,281148,,CT,10,310,2,2,,,,0.12,,,3100,,,0.12,,281148,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2827,2827,281149,,CT,11.16,42.93,2,2,,,,0.13,,,429,,,0.13,,281149,0,0.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2828,2828,281150,,CT,12.8,22.96,2,2,,,,0.15,,,229,,,0.15,,281150,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2829,2829,281151,,CT,5.22,48.43,2,2,,,,0.06,,,484,,,0.06,,281151,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2830,2830,281152,,CT,9.77,46.35,2,2,,,,0.12,,,463,,,0.12,,281152,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2831,2831,281153,,CT,10.73,226.93,2,2,,,,0.13,,,2269,,,0.13,,281153,0,0.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2832,2832,281154,,CT,14.44,11.74,2,2,,,,0.17,,,117,,,0.17,,281154,0,0.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2833,2833,281155,,CT,9.37,12.41,2,2,,,,0.11,,,124,,,0.11,,281155,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2834,2834,281156,,CT,16.56,24.68,2,2,,,,0.2,,,246,,,0.2,,281156,0,0.26,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2835,2835,281157,,CT,18.5,19.55,2,2,,,,0.22,,,195,,,0.22,,281157,0,0.29,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2836,2836,281158,,CT,7.55,73.38,2,2,,,,0.09,,,733,,,0.09,,281158,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2837,2837,281159,,CT,16.65,33.1,2,2,,,,0.2,,,331,,,0.2,,281159,0,0.26,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2838,2838,281160,,CT,21.85,85.35,2,2,,,,0.26,,,853,,,0.26,,281160,0,0.34,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2839,2839,281161,,CT,28.62,236,2,2,,,,0.34,,,2360,,,0.34,,281161,0,0.44,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2840,2840,281162,,CT,3.04,81.43,2,2,,,,0.04,,,814,,,0.04,,281162,0,0.05,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2841,2841,281163,,CT,28.34,36.58,2,2,,,,0.34,,,365,,,0.34,,281163,0,0.44,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2842,2842,281164,,CT,9.4,67.99,2,2,,,,0.11,,,679,,,0.11,,281164,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2843,2843,281165,,CT,1.72,24.7,2,2,,,,0.02,,,247,,,0.02,,281165,0,0.03,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2844,2844,281166,,CT,8.3,168.26,2,2,,,,0.1,,,1682,,,0.1,,281166,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2845,2845,281167,,CT,3.83,28.73,2,2,,,,0.05,,,287,,,0.05,,281167,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2846,2846,281168,,CT,22.18,18.68,2,2,,,,0.27,,,186,,,0.27,,281168,0,0.35,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2847,2847,281169,,CT,25.41,55.78,2,2,,,,0.3,,,557,,,0.3,,281169,0,0.39,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2848,2848,281170,,CT,30.2,41.83,2,2,,,,0.36,,,418,,,0.36,,281170,0,0.47,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2849,2849,281171,,CT,3.94,88.54,2,2,,,,0.05,,,885,,,0.05,,281171,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2850,2850,281172,,CT,2.37,87.07,2,2,,,,0.03,,,870,,,0.03,,281172,0,0.04,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2851,2851,281173,,CT,3.05,54.99,2,2,,,,0.04,,,549,,,0.04,,281173,0,0.05,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2852,2852,281174,,CT,15.99,14.42,2,2,,,,0.19,,,144,,,0.19,,281174,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2853,2853,281175,,CT,5.69,13.21,2,2,,,,0.07,,,132,,,0.07,,281175,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2857,2857,281176,,CT,2.13,178.71,2,2,,,,0.03,,,1787,,,0.03,,281176,0,0.04,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2858,2858,281177,,CT,4.73,24.78,2,2,,,,0.06,,,247,,,0.06,,281177,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2861,2861,281178,,CT,5.01,14,2,2,,,,0.06,,,140,,,0.06,,281178,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2866,2866,281179,,CT,7.49,97.81,2,2,,,,0.09,,,978,,,0.09,,281179,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2867,2867,281180,,CT,7.64,13.29,2,2,,,,0.09,,,132,,,0.09,,281180,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2868,2868,281181,,CT,4.58,105,2,2,,,,0.05,,,1050,,,0.05,,281181,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2873,2873,281182,,CT,7.31,218.64,2,2,,,,0.09,,,2186,,,0.09,,281182,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2877,2877,281183,,CT,9.82,0,2,2,,,,0.12,,,0,,,0.12,,281183,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2886,2886,281184,,CT,12.92,65.8,2,2,,,,0.16,,,658,,,0.16,,281184,0,0.21,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2888,2888,281185,,CT,15.24,275.24,2,2,,,,0.18,,,2752,,,0.18,,281185,0,0.23,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2897,2897,281186,,CT,21.9,222.9,2,2,,,,0.26,,,2229,,,0.26,,281186,0,0.34,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2913,2913,281187,,CT,10.1,-28.11,2,2,,,,0.12,,,0,,,0.12,,281187,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2922,2922,281188,,CT,7.55,1.75,2,2,,,,0.09,,,17,,,0.09,,281188,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2951,2951,281189,,CT,5.27,0,2,2,,,,0.06,,,0,,,0.06,,281189,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2952,2952,281190,,CT,5.87,789.96,2,2,,,,0.07,,,7899,,,0.07,,281190,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2953,2953,281191,,CT,8.56,13.5,2,2,,,,0.1,,,135,,,0.1,,281191,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2954,2954,281192,,CT,9.12,96.54,2,2,,,,0.11,,,965,,,0.11,,281192,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2955,2955,281193,,CT,9.82,19.175,2,2,,,,0.12,,,191,,,0.12,,281193,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2956,2956,281194,,CT,10.38,372.57,2,2,,,,0.12,,,3725,,,0.12,,281194,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2959,2959,281195,,CT,7.78,101.61,2,2,,,,0.09,,,1016,,,0.09,,281195,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2960,2960,281196,,CT,9.04,38.28,2,2,,,,0.11,,,382,,,0.11,,281196,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2961,2961,281197,,CT,11.46,4.74,2,2,,,,0.14,,,47,,,0.14,,281197,0,0.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2962,2962,281198,,CT,12.49,233.02,2,2,,,,0.15,,,2330,,,0.15,,281198,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2963,2963,281199,,CT,13.89,23.81,2,2,,,,0.17,,,238,,,0.17,,281199,0,0.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2964,2964,281200,,CT,6.29,65.57,2,2,,,,0.08,,,655,,,0.08,,281200,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2966,2966,281201,,CT,18.9,199.34,2,2,,,,0.23,,,1993,,,0.23,,281201,0,0.3,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2967,2967,281202,,CT,2.01,457.25,2,2,,,,0.02,,,4572,,,0.02,,281202,0,0.03,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2968,2968,281203,,CT,11.07,70.5,2,2,,,,0.13,,,705,,,0.13,,281203,0,0.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2970,2970,281204,,CT,5.07,148.97,2,2,,,,0.06,,,1489,,,0.06,,281204,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2971,2971,281205,,CT,16.86,157.1,2,2,,,,0.2,,,1571,,,0.2,,281205,0,0.26,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2972,2972,281206,,CT,4.31,120.56,2,2,,,,0.05,,,1205,,,0.05,,281206,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2973,2973,281207,,CT,11.08,86.8,2,2,,,,0.13,,,868,,,0.13,,281207,0,0.17,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2974,2974,281208,,CT,12.24,179.68,2,2,,,,0.15,,,1796,,,0.15,,281208,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2975,2975,281209,,CT,12.92,118.15,2,2,,,,0.16,,,1181,,,0.16,,281209,0,0.21,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2976,2976,281210,,CT,16.42,38.6,2,2,,,,0.2,,,386,,,0.2,,281210,0,0.26,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2977,2977,281211,,CT,23.28,69.33,2,2,,,,0.28,,,693,,,0.28,,281211,0,0.36,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2978,2978,281212,,CT,19.98,24.68,2,2,,,,0.24,,,246,,,0.24,,281212,0,0.31,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2979,2979,281213,,CT,28.93,51.06,2,2,,,,0.35,,,510,,,0.35,,281213,0,0.46,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2980,2980,281214,,CT,30.62,84.3,2,2,,,,0.37,,,843,,,0.37,,281214,0,0.48,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2981,2981,281215,,CT,8.34,20.53,2,2,,,,0.1,,,205,,,0.1,,281215,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2982,2982,281216,,CT,18.75,2.55,2,2,,,,0.23,,,25,,,0.23,,281216,0,0.3,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2983,2983,281217,,CT,22.21,14.39,2,2,,,,0.27,,,143,,,0.27,,281217,0,0.35,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2984,2984,281218,,CT,4.15,11.1,2,2,,,,0.05,,,111,,,0.05,,281218,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2985,2985,281219,,CT,15.63,18.21,2,2,,,,0.19,,,182,,,0.19,,281219,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2986,2986,281220,,CT,3.8,30.8,2,2,,,,0.05,,,308,,,0.05,,281220,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2987,2987,281221,,CT,3.79,122.94,2,2,,,,0.05,,,1229,,,0.05,,281221,0,0.07,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2988,2988,281222,,CT,6.47,26.22,2,2,,,,0.08,,,262,,,0.08,,281222,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2989,2989,281223,,CT,7.12,13.76,2,2,,,,0.09,,,137,,,0.09,,281223,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2990,2990,281224,,CT,5.29,114,2,2,,,,0.06,,,1140,,,0.06,,281224,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2991,2991,281225,,CT,6.07,116.527,2,2,,,,0.07,,,1165,,,0.07,,281225,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2992,2992,281226,,CT,7.01,18.02,2,2,,,,0.08,,,180,,,0.08,,281226,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2993,2993,281227,,CT,9.85,8.52,2,2,,,,0.12,,,85,,,0.12,,281227,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2994,2994,281228,,CT,7.22,25.25,2,2,,,,0.09,,,252,,,0.09,,281228,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2995,2995,281229,,CT,9.82,149.5,2,2,,,,0.12,,,1495,,,0.12,,281229,0,0.16,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2996,2996,281230,,CT,40.87,11.74,2,2,,,,0.49,,,117,,,0.49,,281230,0,0.64,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2997,2997,281231,,CT,36.04,8,2,2,,,,0.43,,,80,,,0.43,,281231,0,0.56,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2998,2998,281232,,CT,4.68,38.27,2,2,,,,0.06,,,382,,,0.06,,281232,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
2999,2999,281233,,CT,4.76,101.275,2,2,,,,0.06,,,1012,,,0.06,,281233,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3000,3000,281234,,CT,32.42,13.94,2,2,,,,0.39,,,139,,,0.39,,281234,0,0.51,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3001,3001,281235,,CT,35.61,13.07,2,2,,,,0.43,,,130,,,0.43,,281235,0,0.56,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3506,3506,281273,,CT,4.73,6,2,2,,,,0.06,,,60,,,0.06,,281273,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3507,3507,281274,,CT,5.53,15.72,2,2,,,,0.07,,,157,,,0.07,,281274,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3508,3508,281275,,CT,6.02,20.57,2,2,,,,0.07,,,205,,,0.07,,281275,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3509,3509,281276,,CT,6.44,34.44,2,2,,,,0.08,,,344,,,0.08,,281276,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3510,3510,281277,,CT,6.44,7.99,2,2,,,,0.08,,,79,,,0.08,,281277,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3512,3512,281279,,CT,5.47,7.08,2,2,,,,0.07,,,70,,,0.07,,281279,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3513,3513,281280,,CT,5.76,14.518,2,2,,,,0.07,,,145,,,0.07,,281280,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3514,3514,281281,,CT,8.79,10.44,2,2,,,,0.11,,,104,,,0.11,,281281,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3515,3515,281282,,CT,4.94,4.86,2,2,,,,0.06,,,48,,,0.06,,281282,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3516,3516,281283,,CT,6.91,3.84,2,2,,,,0.08,,,38,,,0.08,,281283,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3517,3517,281284,,CT,5.39,7.17,2,2,,,,0.06,,,71,,,0.06,,281284,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3518,3518,281285,,CT,7.05,31.26,2,2,,,,0.08,,,312,,,0.08,,281285,0,0.1,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3519,3519,281286,,CT,7.71,18.81,2,2,,,,0.09,,,188,,,0.09,,281286,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3521,3521,281287,,CT,7.97,7.32,2,2,,,,0.1,,,73,,,0.1,,281287,0,0.13,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3522,3522,281288,,CT,9.3,14.26,2,2,,,,0.11,,,142,,,0.11,,281288,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3523,3523,281289,,CT,9.37,4.87,2,2,,,,0.11,,,48,,,0.11,,281289,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3524,3524,281290,,CT,9.03,14.38,2,2,,,,0.11,,,143,,,0.11,,281290,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3525,3525,281291,,CT,8.88,10.02,2,2,,,,0.11,,,100,,,0.11,,281291,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3526,3526,281292,,CT,9.25,17.4,2,2,,,,0.11,,,174,,,0.11,,281292,0,0.14,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3527,3527,281293,,CT,11.87,6.68,2,2,,,,0.14,,,66,,,0.14,,281293,0,0.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3528,3528,281294,,CT,12.28,8.93,2,2,,,,0.15,,,89,,,0.15,,281294,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3529,3529,281295,,CT,14.6,6.48,2,2,,,,0.18,,,64,,,0.18,,281295,0,0.23,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3530,3530,281296,,CT,15.47,80.3,2,2,,,,0.19,,,803,,,0.19,,281296,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3531,3531,281297,,CT,15.87,1.85,2,2,,,,0.19,,,18,,,0.19,,281297,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3532,3532,281298,,CT,19,12.59,2,2,,,,0.23,,,125,,,0.23,,281298,0,0.3,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3533,3533,281299,,CT,18.75,17.66,2,2,,,,0.23,,,176,,,0.23,,281299,0,0.3,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3534,3534,281300,,CT,21.17,1.93,2,2,,,,0.25,,,19,,,0.25,,281300,0,0.33,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
3535,3535,281301,,CT,23.65,29.74,2,2,,,,0.28,,,297,,,0.28,,281301,0,0.36,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
6078,6078,281414,,CT,4.87,13.94,2,2,,,,0.06,,,139,,,0.06,,281414,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
6079,6079,281415,,CT,5.13,16.77,2,2,,,,0.06,,,167,,,0.06,,281415,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
6102,6102,281416,,CT,5.15,44.52,2,2,,,,0.06,,,445,,,0.06,,281416,0,0.08,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
6448,6448,281418,,CT,16.17,16.19,2,2,,,,0.19,,,161,,,0.19,,281418,0,0.25,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
6452,6452,281419,,CT,16.43,7.06,2,2,,,,0.2,,,70,,,0.2,,281419,0,0.26,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
6458,6458,281420,,CT,23.05,3.57,2,2,,,,0.28,,,35,,,0.28,,281420,0,0.36,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
6462,6462,281421,,CT,39.69,10.59,2,2,,,,0.48,,,105,,,0.48,,281421,0,0.62,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
6468,6468,281422,,CT,6.23,4.2,2,2,,,,0.07,,,42,,,0.07,,281422,0,0.09,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7537,7537,280427,,CT,11.87,5.73,2,2,,,,0.14,,,57,,,0.14,,280427,0,0.18,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7538,7538,280428,,CT,7.27,3.4,2,2,,,,0.09,,,34,,,0.09,,280428,0,0.12,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7539,7539,280429,,CT,12.09,32.38,2,2,,,,0.15,,,323,,,0.15,,280429,0,0.2,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7540,7540,280430,,CT,13.81,16.6,2,2,,,,0.17,,,166,,,0.17,,280430,0,0.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
7541,7541,280431,,CT,14.07,27.97,2,2,,,,0.17,,,279,,,0.17,,280431,0,0.22,UNSUPPORTED_UNIT,"unit nao suportada: ""CT"""
